Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
external_prefix,"Prefix Length
DEFAULT
	None",any,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_prefix_count,"Prefix Count
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_reference_ls_type,"Reference LS Type
Valid options are:
ignore
	
router
	
network
	
DEFAULT
	None",opt,"ignore,network,router",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_referenced_link_state_id,"Referenced Link State Id
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_t_bit,"External Route Tag Bit
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_unused_bit4,"Options-(4)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_unused_bit5,"Options-(5)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_unused_bit6,"Options-(6)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external_unused_bit7,"Options-(7)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_active,"Not defined
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_metric,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_network_address,"Not defined
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_network_address_step,"Not defined
DEFAULT
	
0.0.0.1",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_number_of_routes,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external1_prefix,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_active,"Not defined
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_metric,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_network_address,"Not defined
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_network_address_step,"Not defined
DEFAULT
	
0.0.0.1",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_number_of_routes,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
external2_prefix,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
fat_tree_level_count,"Number of Levels
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'fat-tree' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
fat_tree_link_multiplier,"number of links between two nodes
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'fat-tree' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
fat_tree_node_count,"Number of Nodes Per Level
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'fat-tree' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
forwarding_address,"Forwarding addresses of the Type-7 LSA
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
forwarding_address_step,"Not defined
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
from_ip,"Not defined
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
from_ip_step,"Not defined
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
from_ipv6,"128 Bits IPv6 address.
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
from_ipv6_step,"Not defined
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
grid_col,"Defines number of columns in a grid. This option is valid only when
-type is grid, otherwise it is ignored. This option is available with
IxTclNetwork and IxTclProtocol API.
DEFAULT
	
2
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'grid' |",range,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
grid_include_emulated_device,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'grid' |",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
grid_link_multiplier,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'grid' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
grid_row,"Defines number of rows in a grid. This option is valid only when -type
is grid, otherwise it is ignored. This option is available with
IxTclNetwork and IxTclProtocol API.
DEFAULT
	
2
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'grid' |",range,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
handle,"This option represents the handle the user *must* pass to the
'emulation_ospf_network_group_config' procedure. This option specifies
on which OSPF router to configure the OSPF route range. The OSPF router
handle(s) are returned by the procedure 'emulation_ospf_config' when
configuring OSPF routers on the Ixia interface.
DEFAULT
	None",any,,IxNetwork-NGPF[M],universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
hub_spoke_enable_level_2,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'hub-and-spoke' |",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
hub_spoke_link_multiplier,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'hub-and-spoke' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
hub_spoke_number_of_first_level,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'hub-and-spoke' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
hub_spoke_number_of_second_level,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'hub-and-spoke' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_active,"Whether this is to be advertised or not
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_d_c_bit,"Demand Circuit bit
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_destination_router_id,"Destination Router Id
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_destination_router_id_step,"Destination Router Id Prefix
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_e_bit,"bit describing how AS-external-LSAs are flooded
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_link_state_id,"Link State Id of the simulated IPv6 network
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_link_state_id_step,"Link State Id Step for the LSAs to be generated for this set of IPv6
Inter-Area networks.
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_m_c_bit,"bit for forwarding of IP multicast datagrams
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_metric,"Metric
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_n_bit,"bit for handling Type 7 LSAs
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_active,"Whether this is to be advertised or not
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_count,"Count
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_l_a_bit,"Options-LA Bit(Local Address)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_link_state_id,"Link State Id of the simulated IPv6 network
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_link_state_id_prefix,"Link State Id Prefix
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_m_c_bit,"Options-MC Bit(Multicast)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_metric,"Metric
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_n_u_bit,"Options-NU Bit(No Unicast)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_network_address,"Prefixes of the simulated IPv6 network
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_p_bit,"Options-P Bit(Propagate)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_prefix,"Prefix Length
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_prefix_count,"Prefix Count
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_unused_bit4,"Options-(4)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_unused_bit5,"Options-(5)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_unused_bit6,"Options-(6)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_prefix_unused_bit7,"Options-(7)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_r_bit,"Router bit
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_reserved_bit6,"(6) Reserved Bit
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_reserved_bit7,"(7) Reserved Bit
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
inter_area_v6_bit,"bit for excluding the router/link from IPv6 routing calculations. If
clear, router/link is excluded
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_active,"Whether this is to be advertised or not
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_l_a_bit,"Options-LA Bit(Local Address)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_link_state_id,"Link State Id of the simulated IPv6 network
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_link_state_id_prefix,"Link State Id Prefix
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_m_c_bit,"Options-MC Bit(Multicast)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_metric,"Metric
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_n_u_bit,"Options-NU Bit(No Unicast)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_network_address,"Prefixes of the simulated IPv6 network
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_network_address_step,"Not defined
DEFAULT
	None",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_p_bit,"Options-P Bit(Propagate)
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_prefix_count,"Prefix Count
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_reference_ls_type,"Reference LS Type
Valid options are:
router
	
network
	
DEFAULT
	None",opt,"network,router",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_referenced_link_state_id,"Referenced Link State Id
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_referenced_router_id,"Referenced Advertising Router Id
DEFAULT
	None",ipv4,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_unused_bit4,"Options-(4)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_unused_bit5,"Options-(5)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_unused_bit6,"Options-(6)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
intra_area_unused_bit7,"Options-(7)Unused
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_active,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_allow_propagate,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_length,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_metric,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_network_address,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",ip,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_network_address_step,"Not defined
DEFAULT
	
0.0.0.1
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",ip,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_number_of_addresses,"Not defined
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_prefix_route_origin,"Not defined
Valid options are:
another_area
	
external_type_1
	
external_type_2
	
nssa
	
same_area
	
DEFAULT
	
another_area
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv4-prefix' |",opt,"another_area,external_type_1,external_type_2,nssa,same_area",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_active,"Flag.
DEFAULT
	None",bool_opt,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_length,"Defines the length (in bits) of the mask to be used in conjunction with
all the addresses created in the range.
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_metric,"Route Metric
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_network_address,"Network addresses of the simulated IPv4 network
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv6-prefix' |",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_network_address_step,"Network addresses step of the simulated IPv6 network
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv6-prefix' |",ipv6,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_number_of_addresses,"Number of Network Addresses
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'ipv6-prefix' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_route_origin,"Route Origin
Valid options are:
anotherarea
	
externaltype1
	
externaltype2
	
samearea
	
nssa
	
DEFAULT
	None",opt,"anotherarea,externaltype1,externaltype2,nssa,samearea",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
linear_link_multiplier,"number of links between two nodes
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'linear' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
linear_nodes,"number of nodes
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'type' | value= 'linear' |",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
link_metric,"Not defined
DEFAULT
	None",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
