Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
chain_type,"This optional parameter specifices the chassis chain type used by IxNetwork.
Valid options are:
none
	
No chassis chain is used. The chain type present in IxNetwork will not
be changed in this case.
daisy
	
Daisy chain. This is the default option when master_device argument is
present. This refers to a set of Ixia chassis that have been cabled
together through their Sync In/Sync Out ports.
star
	
This refers to a set of Ixia chassis that have been cabled together
using a star topology. In this mode all slave chassis will have a cable
connected directly in the master chassis.
DEFAULT
	
none
IxNetwork-NGPF
	
DESCRIPTION
	
This optional parameter specifices the chassis chain type used by IxNetwork.
Valid options are:
none
	
No chassis chain is used. The chain type present in IxNetwork will not
be changed in this case.
daisy
	
Daisy chain. This is the default option when master_device argument is
present. This refers to a set of Ixia chassis that have been cabled
together through their Sync In/Sync Out ports.
star
	
This refers to a set of Ixia chassis that have been cabled together
using a star topology. In this mode all slave chassis will have a cable
connected directly in the master chassis.
DEFAULT
	
none",opt,"daisy,none,star",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
close_server_on_disconnect,"When connecting to an IxNetwork Proxy Server this flag will be used to
determine if the IxNetwork session will be closed (shutdown) after the
user disconnects or it will remain Idle to allow future session resume.
This parameter is ignored when not connecting to a IxNetwork Proxy
Server using IxTclNetwork (new API).
DEFAULT
	
1
IxNetwork-NGPF
	
DESCRIPTION
	
When connecting to an IxNetwork Proxy Server this flag will be used to
determine if the IxNetwork session will be closed (shutdown) after the
user disconnects or it will remain Idle to allow future session resume.
This parameter is ignored when not connecting to a IxNetwork Proxy
Server using IxTclNetwork (new API).
DEFAULT
	
1",bool_opt,,IxNetwork,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
config_file,"Name of a file containing Ixia configuration information. Must be a .chs
file of an exported chassis from IxExplorer. When ixnetwork is used this
must be an ixncfg file and will be loaded only for the session resume
feature (when the -reset flag is missing). When using Unix, this
parameter works only if HLT commands are executed locally, on the Unix
client machine.
DEFAULT
	None
IxNetwork-NGPF
	
DESCRIPTION
	
and/or the hlt configuration to the file specified with -config_file_hlt.
DEFAULT
	None",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
config_file_hlt,"Name of a file containing HLT configuration information. Valid only with
an IxNetwork HLTSET as part of the session resume capabilities.
DEFAULT
	None
IxNetwork-NGPF
	
DESCRIPTION
	
Name of a file containing HLT configuration information. Valid only with
an IxNetwork HLTSET as part of the session resume capabilities.
DEFAULT
	None",any,,IxNetwork,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
connect_timeout,"Timeout in seconds to wait before failing connection to chassis when
using IxNetwork TCL API is used.
From IxNetwork the connection to chassis is performed when
::<namespace>::interface_config procedure is called. The timeout will
not apply to the chassis connection performed in ::<namespace>::connect
procedure by IxTclHal.
DEFAULT
	
10
IxNetwork-NGPF
	
DESCRIPTION
	
Timeout in seconds to wait before failing connection to chassis when
using IxNetwork TCL API is used.
From IxNetwork the connection to chassis is performed when
::::interface_config procedure is called. The timeout will not apply to
the chassis connection performed in ::::connect procedure by IxTclHal.
DEFAULT
	
10",numeric,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
enable_win_tcl_server,"Enables running entire HLT API commands on Tcl Server's machine. Valid
only on Windows platforms.
DEFAULT
	
0
IxNetwork-NGPF
	
DESCRIPTION
	
Enables running entire HLT API commands on Tcl Server's machine. Valid
only on Windows platforms.
DEFAULT
	
0",bool_opt,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
execution_timeout,"This is the timeout for each individual HLT command. Applies to all HLT
commands. The setting is in seconds. Setting this setting to 60 it will
mean that each command (ex: interface_config) must complete in under 60
seconds. If the command will last more than 60 seconds the command will
be terminated by force. This flag can be used to guard against dead
locks occurring in IxNetwork. Default is 0, meaning no execution timeout.
DEFAULT
	
0",numeric,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
forceload,"Supported platforms 	Details
        RETURN VALUES
Supported Platform 	Details
IxNetwork-NGPF and IxOS/IxNetwork-FT and IxNetwork
	
status
	
$::SUCCESS | $::FAILURE
log
	
On status of failure, gives detailed information.
vport_list
	
List of virtual port handles.
traffic_config
	
a list having as elements the names of the existing traffic items (the
name of the traffic item is normally returned when traffic_config
creates a new traffic item by the stream_id key)
vport_protocols_handle
	
keyed list containing the vport protocols handle
connection.client_version
	
The IxNetwork version found on client
connection.chassis.$device.hostname
	
The hostname of the chassis
connection.chassis.$device.ip
	
The ip address of the chassis
connection.chassis.$device.chassis_protocols_version
	
The IxNetwork Protocols version found on the chassis
connection.chassis.$device.chassis_type
	
The type of the chassis
connection.chassis.$device.chassis_version
	
The IxOS version found on the chassis
IxNetwork-NGPF
	
port_handle.$device.$port
	
Port in the form of c/l/p.
$port_handle.connect
	
keyed list with the following keys 'vport_list'
$port_handle.emulation_bfd_config
	
keyed list with the following keys 'router_handles
router_interface_handles.__parent interface_handles.__parent'
$port_handle.emulation_bfd_session_config
	
keyed list with the following keys 'session_handles'
$port_handle.emulation_bgp_config
	
keyed list with the following keys 'handles'
$port_handle.emulation_bgp_route_config
	
keyed list with the following keys 'bgp_routes bgp_sites.__parent
bgp_sites.__parent'
$port_handle.emulation_cfm_config
	
keyed list with the following keys 'handle interface_handles'
$port_handle.emulation_cfm_custom_tlv_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_cfm_links_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_cfm_md_meg_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_cfm_mip_mep_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_cfm_vlan_config
	
keyed list with the following keys 'handle mac_range_handles.__parent'
$port_handle.emulation_dhcp_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_dhcp_group_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_dhcp_server_config
	
keyed list with the following keys 'handle handle.dhcp_handle'
$port_handle.emulation_efm_config
	
keyed list with the following keys 'information_oampdu_id
event_notification_oampdu_id'
$port_handle.emulation_efm_org_var_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_eigrp_config
	
keyed list with the following keys 'router_handles interface_handles
__parent.connected_interface_handles __parent.gre_interface_handles'
$port_handle.emulation_eigrp_route_config
	
keyed list with the following keys 'session_handles'
$port_handle.emulation_igmp_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_igmp_group_config
	
keyed list with the following keys 'handle source_handle'
$port_handle.emulation_isis_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_isis_topology_route_config
	
keyed list with the following keys 'elem_handle version route_range
stub.num_networks external.num_networks
grid.connected_session__parent.row grid.connected_session__parent.col
grid.connected_session.__parent.row grid.connected_session.__parent.col'
$port_handle.emulation_lacp_link_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_ldp_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_ldp_route_config
	
keyed list with the following keys 'lsp_handle lsp_intf
lsp_vc_range_handles lsp_vc_ip_range_handles lsp_vc_mac_range_handles'
$port_handle.emulation_mld_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_mld_group_config
	
keyed list with the following keys 'handle group_pool_handle
source_pool_handles'
$port_handle.emulation_oam_config_msg
	
keyed list with the following keys 'handle'
$port_handle.emulation_oam_config_topology
	
keyed list with the following keys 'handle traffic_handles'
$port_handle.emulation_ospf_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_ospf_topology_route_config
	
keyed list with the following keys 'elem_handle'
$port_handle.emulation_pbb_config
	
keyed list with the following keys 'handle interface_handles'
$port_handle.emulation_pbb_trunk_config
	
keyed list with the following keys 'trunk_handle mr_handle'
$port_handle.emulation_pim_config
	
keyed list with the following keys 'handle interfaces'
$port_handle.emulation_pim_group_config
	
keyed list with the following keys 'handle group_pool_handle
source_pool_handles'
$port_handle.emulation_rip_config
	
keyed list with the following keys 'handle handle'
$port_handle.emulation_rip_route_config
	
keyed list with the following keys 'route_handle'
$port_handle.emulation_rsvp_config
	
keyed list with the following keys 'handles
router_interface_handle.__parent'
$port_handle.emulation_rsvp_tunnel_config
	
keyed list with the following keys 'tunnel_handle
tunnel_leaves_handle.__parent/ingress routed_interfaces.__parent/ingress
tunnel_leaves_handle.__parent'
$port_handle.emulation_stp_bridge_config
	
keyed list with the following keys 'bridge_handle
bridge_interface_handles.__parent interface_handles.__parent'
$port_handle.emulation_stp_msti_config
	
keyed list with the following keys 'handle'
$port_handle.interface_config
	
keyed list with the following keys 'interface_handle
routed_interface_handle gre_interface_handle'
$port_handle.l2tp_config
	
keyed list with the following keys 'handles'
$port_handle.pppox_config
	
keyed list with the following keys 'handles'
$port_handle.emulation_twamp_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_twamp_control_range_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_twamp_test_range_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_twamp_server_range_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_ancp_config
	
keyed list with the following keys 'handle'
$port_handle.emulation_ancp_subscriber_lines_config
	
keyed list with the following keys 'handle'
$port_handle.fc_client_config
	
keyed list with the following keys 'handle'
$port_handle.fc_fport_config
	
keyed list with the following keys 'handle'
$port_handle.fc_fport_vnport_config
	
keyed list with the following keys 'handle'
$stream_id.traffic_config
	
keyed list with all the keys that the traffic_config procedure would
return when configuring the $stream_id traffic item
IxOS/IxNetwork-FT and IxNetwork
	
<port_handle>.connect
	
keyed list with the following keys 'vport_list'
<port_handle>.emulation_bfd_config
	
keyed list with the following keys 'router_handles
router_interface_handles.<parent> interface_handles.<parent>'. Where
<parent> is an object of type /vport/protocols/bfd/router.
<port_handle>.emulation_bfd_session_config
	
keyed list with the following keys 'session_handles'
<port_handle>.emulation_bgp_config
	
keyed list with the following keys 'handles'
<port_handle>.emulation_bgp_route_config
	
keyed list with the following keys 'bgp_routes bgp_sites.<parent>'.
Where <parent> is an object of type
/vport/protocols/bgp/neighborRange/l2Site, or
/vport/protocols/bgp/neighborRange/l3Site.
<port_handle>.emulation_cfm_config
	
keyed list with the following keys 'handle interface_handles'
<port_handle>.emulation_cfm_custom_tlv_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_cfm_links_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_cfm_md_meg_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_cfm_mip_mep_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_cfm_vlan_config
	
keyed list with the following keys 'handle mac_range_handles.<parent>'.
Where <parent> is an object of type /vport/protocols/cfm/bridge/vlans.
<port_handle>.emulation_dhcp_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_dhcp_group_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_dhcp_server_config
	
keyed list with the following keys 'handle handle.dhcp_handle'
<port_handle>.dhcp_client_extension_config
	
keyed list with the following keys 'handle'
<port_handle>.dhcp_server_extension_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_efm_config
	
keyed list with the following keys 'information_oampdu_id
event_notification_oampdu_id'
<port_handle>.emulation_efm_org_var_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_eigrp_config
	
keyed list with the following keys 'router_handles interface_handles'
<port_handle>.emulation_elmi_config
	
keyed list with the following keys 'uni_handles interface_handles
uni_status_handles bw_profile_handles evc_handles ce_vlan_id_range_handles'
<port_handle>.emulation_eigrp_route_config
	
keyed list with the following keys 'session_handles'
<port_handle>.emulation_igmp_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_igmp_group_config
	
keyed list with the following keys 'handle source_handle'
<port_handle>.emulation_isis_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_isis_topology_route_config
	
keyed list with the following keys 'elem_handle version route_range
stub.num_networks external.num_networks
grid.connected_session<parent>.row grid.connected_session<parent>.col'.
Where <parent> is an object of type /vport/protocols/isis/router.
<port_handle>.emulation_lacp_link_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_ldp_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_ldp_route_config
	
keyed list with the following keys 'lsp_handle lsp_intf
lsp_vc_range_handles lsp_vc_ip_range_handles lsp_vc_mac_range_handles'
<port_handle>.emulation_mld_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_mld_group_config
	
keyed list with the following keys 'handle group_pool_handle
source_pool_handles'
<port_handle>.emulation_oam_config_msg
	
keyed list with the following keys 'handle'
<port_handle>.emulation_oam_config_topology
	
keyed list with the following keys 'handle traffic_handles'
<port_handle>.emulation_ospf_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_ospf_topology_route_config
	
keyed list with the following keys 'elem_handle'
<port_handle>.emulation_pbb_config
	
keyed list with the following keys 'handle interface_handles'
<port_handle>.emulation_pbb_trunk_config
	
keyed list with the following keys 'trunk_handle mr_handle'
<port_handle>.emulation_pim_config
	
keyed list with the following keys 'handle interfaces'
<port_handle>.emulation_pim_group_config
	
keyed list with the following keys 'handle group_pool_handle
source_pool_handles'
<port_handle>.emulation_rip_config
	
keyed list with the following keys 'handle handle'
<port_handle>.emulation_rip_route_config
	
keyed list with the following keys 'route_handle'
<port_handle>.emulation_rsvp_config
	
keyed list with the following keys 'handles'
<port_handle>.emulation_rsvp_tunnel_config
	
keyed list with the following keys 'tunnel_handle
tunnel_leaves_handle.<parent>/ingress tunnel_leaves_handle.<parent>'.
Where <parent> is an object of type
/vport/protocols/rsvp/neighborPair/destinationRange.
<port_handle>.emulation_stp_bridge_config
	
keyed list with the following keys 'bridge_handle
bridge_interface_handles.<parent> interface_handles.<parent>'. Where
<parent> is an object of type /vport/protocols/stp/bridge.
<port_handle>.emulation_stp_msti_config
	
keyed list with the following keys 'handle'
<port_handle>.interface_config
	
keyed list with the following keys 'interface_handle
routed_interface_handle gre_interface_handle'
<port_handle>.l2tp_config
	
keyed list with the following keys 'handles'
<port_handle>.pppox_config
	
keyed list with the following keys 'handles'
<port_handle>.emulation_twamp_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_twamp_control_range_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_twamp_test_range_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_twamp_server_range_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_ancp_config
	
keyed list with the following keys 'handle'
<port_handle>.emulation_ancp_subscriber_lines_config
	
keyed list with the following keys 'handle'. These profiles are used on
<port_handle>
globals.emulation_ancp_subscriber_lines_config
	
keyed list with the following keys 'handle'. These profiles are present
in the configuration
<port_handle>.fc_client_config
	
keyed list with the following keys 'handle'
<port_handle>.fc_fport_config
	
keyed list with the following keys 'handle'
<port_handle>.fc_fport_vnport_config
	
keyed list with the following keys 'handle'
<stream_id>.traffic_config
	
keyed list with all the keys that the traffic_config procedure would
return when configuring the $stream_id traffic item
emulation_multicast_group_config
	
keyed list with the following keys 'num_groups ip_addr_start
ip_addr_step ip_prefix_len'
emulation_multicast_source_config
	
keyed list with the following keys 'num_sources ip_addr_start
ip_addr_step ip_prefix_len'
connection.using_tcl_proxy
	
Boolean value indicating if the IxNetwork process was started using tcl
proxy feature of not
connection.process_id
	
this is the PID of the IxNetwork process
connection.session_id
	
id of the Tcl Proxy session [used for join/resume functionality]
connection.tcl_proxy_username
	
name of the user owning the IxNetwork instance
connection.server_version
	
The IxNetwork version found on server
connection.port
	
TCL server port of the IxNetwork instance
connection.rdp
	
Boolean value indicating if the IxN process was started using RDP
feature of not
connection.state
	
ENUM, current state of the process
connection.start_time
	
IxNetwork proxy start time
connection.hostname
	
Hostname of the IxNetwork server
connection.username
	
Username of the IxNetwork server
connection.close_server_on_disconnect
	
Boolean value indicating if the 'ixNet disconnect' call will also
shutdown IxNetwork process
traffic_l47_config.traffic_l47_handle
	
a list of traffic item handles of the existing L47 AppLib traffic items
traffic_l47_config.<traffic_l47_handle>.applib_profile
	
a list of all the applib profiles under the <traffic_l47_handle>. Where
<traffic_l47_handle> is an object of type /traffic/trafficItem.
traffic_l47_config.<traffic_l47_handle>.<applib_profile>.applib_flow
	
a list of flows existing under the <applib_profile>. Where
<applib_profile> is an object of type /traffic/trafficItem/appLibProfile.
traffic_l47_config.<traffic_l47_handle>.<applib_profile>.<applib_flow>.parameter
	
a list of parameters existing under the <applib_flow>. Where the
<applib_flow> is an object of type
/traffic/trafficItem/appLibProfile/appLibFlow.
traffic_l47_config.<traffic_l47_handle>.<applib_profile>.<applib_flow>.connection
	
a list of connections existing under the <applib_flow>. Where the
<applib_flow> is an object of type
/traffic/trafficItem/appLibProfile/appLibFlow.
traffic_l47_config.<traffic_l47_handle>.<applib_profile>.<applib_flow>.<connection>.parameter
	
a list of parameters existing under the <connection>. Where the
<connection> is an object of type
/traffic/trafficItem/appLibProfile/appLibFlow/connection.",,,,unsupported,unsupported,"unimplemented",,
guard_rail,"This parameter will protect the application from exceeding the memory
limits and by limiting the maximum number of views and statistics
provided to the user.
Valid options are:
statistics
	
limit the maximum number of views and statistics
none
	
no guard rail
DEFAULT
	
none
IxNetwork-NGPF
	
DESCRIPTION
	
This parameter will protect the application from exceeding the memory
limits and by limiting the maximum number of views and statistics
provided to the user.
Valid options are:
statistics
	
limit the maximum number of views and statistics
none
	
no guard rail
DEFAULT
	
none",opt,"none,statistics","IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
interactive,"This argument is used to specify whether the console in which the script
is run will work in the interactive mode or not.
DEFAULT
	None
IxNetwork-NGPF
	
DESCRIPTION
	
This argument is used to specify whether the console in which the script
is run will work in the interactive mode or not.
DEFAULT
	None",bool_opt,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ixnetwork_license_servers,"If set this will set the central license server from where you can
request a license. Any computer where Ixia Licensing Utility is
installed can act as a License Server. Multiple servers can be provided
as a list.
DEFAULT
	None
IxNetwork-NGPF
	
DESCRIPTION
	
If set this will set the central license server from where you can
request a license. Any computer where Ixia Licensing Utility is
installed can act as a License Server. Multiple servers can be provided
as a list.
DEFAULT
	None",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
