Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
ipv4_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables the emulation of routes for IPv4 MPLS VPNs. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), VPLS (L2 Sites), MPLS, Unicast/Multicast.Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority. Requires parameter num_sites to be present in order to create VPN route ranges.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the emulation of routes for IPv4 MPLS VPNs. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), AD VPLS (L2 VPN), VPLS (L2 Sites), MPLS, Unicast/Multicast. Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority. Requires parameter num_sites to be present in order to create VPN route ranges.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_unicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 unicast. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), VPLS (L2 Sites), MPLS, Unicast/Multicast.Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 unicast. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), AD VPLS (L2 VPN), VPLS (L2 Sites), MPLS, Unicast/Multicast. Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_multicast_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 multicast. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), VPLS (L2 Sites), MPLS, Unicast/Multicast.Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 multicast. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), AD VPLS (L2 VPN), VPLS (L2 Sites), MPLS, Unicast/Multicast. Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_mpls_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 MPLS. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), VPLS (L2 Sites), MPLS, Unicast/Multicast.Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 MPLS. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), AD VPLS (L2 VPN), VPLS (L2 Sites), MPLS, Unicast/Multicast. Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_mpls_vpn_nlri,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 MPLS VPNs. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), VPLS (L2 Sites), MPLS, Unicast/Multicast.Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority. Requires parameter num_sites to be present in order to create VPN route ranges.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables the emulation of routes for IPv6 MPLS VPNs. Learned routes filter is enabled at neighbor level for IxTclProcol, for IxTclNetwork the filters are set in emulation_bgp_config. The priority of the flags is the following VPN (L3 Sites), AD VPLS (L2 VPN), VPLS (L2 Sites), MPLS, Unicast/Multicast. Only one of the three route categories can be emulated in a single emulation_bgp_route_config call, the selection is made based on priority. Requires parameter num_sites to be present in order to create VPN route ranges.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
max_route_ranges,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The number of route ranges, mpls route ranges, vpn routes to create under the BGP neighbor or the number of label blocks to create under the BGP neighbor when VPLS is enabled.Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri), vpls (vpls).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The number of route ranges, mpls route ranges, vpn routes to create under the BGP neighbor or the number of label blocks to create under the BGP neighbor when VPLS is enabled.

DEFAULT
 

1

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri or vpls_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ip_version,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The IP version of the BGP route to be created. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

Valid options are:

4
 

IPv4

6
 

IPv6

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The IP version of the BGP route to be created.

Valid options are:

4
 

Bgp version 4

6
 

Bgp version 6

DEFAULT
 

4

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",opt,"4,6","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Route prefix to be advertised / removed by emulated BGP node. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Route prefix to be advertised / removed by emulated BGP node.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",opt,"IP,all","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
route_ip_addr_step,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

IP address increment step between the multiple route ranges created under the BGP neighbor, based on -max_route_ranges. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

IP address increment step between the multiple route ranges created under the BGP neighbor, based on -max_route_ranges.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",IP,IP,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix_step_accross_vrfs,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

If -target_count is greater than one, the step interval for the next incremented prefix. Valid for route type: vpn (ipv4/6_mpls_vpn_nlri). Valid only for IxTclNetwork.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If -target_count is greater than one, the step interval for the next incremented prefix. Not supported reason: legacy item

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_mpls_vpn_nlri' | value= '1' |",IP,IP,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
num_routes,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Number of routes to advertise, using the prefix as the starting prefix and incrementing based upon the -prefix_step and the -netmask arguments. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Number of routes to advertise, using the prefix as the starting prefix and incrementing based upon the -prefix_step and the -netmask arguments.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
num_sites,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Number of L2/L3 VPN sites (PEs) to be created on a BGP neighbor. Valid for route type: vpn (ipv4/6_mpls_vpn_nlri), vpls (vpls).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Number of L2/L3 VPN sites (PEs) to be created on a BGP neighbor.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_mpls_vpn_nlri or vpls_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix_from,"Supported platforms  Details
RANGE 0  128
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The first prefix length to generate based on the -prefix. -num_routes. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The first prefix length to generate based on the -prefix.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix_to,"Supported platforms  Details
RANGE 0  128
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The last prefix length to generate based on the -prefix. -num_routes. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The last prefix length to generate based on the -prefix. Not supported reason: legacy item

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix_step,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If -num_routes is greater than one, the step interval for the next incremented prefix. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If -num_routes is greater than one, the step interval for the next incremented prefix. Not supported reason: legacy item

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
prefix_step_across_vrfs,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

The step interval for the next increment prefix when crossing vrfs. Not supported reason: legacy item

DEFAULT
 Not supported

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",IP,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
netmask,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Netmask of the advertised routes. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Netmask of the advertised routes.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",IP,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_prefix_length,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.
RANGE 1  128
IxNetwork
 

DESCRIPTION
 

IPv6 mask for the IPv6 routes advertised. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

IPv6 mask for the IPv6 routes advertised.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
advertise_nexthop_as_v4,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Advertise Nexthop as V4

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",BOOL,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
aggregator,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

For the AGGREGATOR path attribute, specifies the last AS number that formed the aggregate route, and the IP address of the BGP speaker that formed the aggregate route. Format: :.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",ANY,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
aggregator_as,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

For the AGGREGATOR path attribute, specifies the last AS number that formed the aggregate route. Has priority over the legacy -aggregator parameter.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",NUMBER,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
aggregator_id,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

For the AGGREGATOR path attribute, specifies the IP address of the BGP speaker that formed the aggregate route. Has priority over the legacy -aggregator parameter.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",IP,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
aggregator_id_mode,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Aggregator ID Mode

Valid options are:

fixed
 

Fixed mode

increment
 

Increment aggregator ID

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",opt,"fixed,increment",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
as_path_set_mode,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For External routing only. Valid for route type: unicast/multicast (ipv4/6_unicast_nlri, ipv4/6_multicast_nlri), mpls (ipv4/6_mpls_nlri), vpn (ipv4/6_mpls_vpn_nlri).

Valid options are:

no_include
 

Don't include Local AS#

include_as_seq
 

Include Local AS# as AS-SEQ

include_as_set
 

Include Local AS# as AS-SET

include_as_seq_conf
 

Include Local AS# as AS-SEQ-Confederation

include_as_set_conf
 

Include Local AS# as AS-SET-Confederation

prepend_as
 

Prepend Local AS# to first segment

DEFAULT
 

include_as_seq

IxNetwork-NGPF
 

DESCRIPTION
 

For External routing only. Optional setup for the AS-Path.

Valid options are:

include_as_seq
 

Include Local AS as AS-SEQ

include_as_seq_conf
 

Include Local AS as AS-SEQ-Confederation

include_as_set
 

Include Local AS as AS-SET

include_as_set_conf
 

Include Local AS as AS-SET-Confederation

no_include
 

Don't include Local AS

prepend_as
 

Prepend Local AS to first segment

DEFAULT
 

include_as_seq

DEPENDENCIES
 

Valid in combination with parameter(s)
'ipv4/6_unicast_nlri or ipv4/6_multicast_nlri or ipv4/6_mpls_nlri or ipv4/6_mpls_vpn_nlri' | value= '1' |",opt,"include_as_seq,include_as_seq_conf,include_as_set,include_as_set_conf,no_include,prepend_as","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
