Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
arp_hw_address_length_step,"Step value used to modify arp_hw_address_length when
arp_hw_address_length_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_address_length_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_hw_address_length
1
	
enable tracking by arp_hw_address_length
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_type,"Configure 2 bytes HEX value for ARP Hardware Type.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_type_count,"Numeric value which configures the number of times the arp_hw_type is
incremeneted or decremented when arp_hw_type_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",numeric,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_type_mode,"This parameter configures
Valid options are:
fixed
	
the value is left unchanged for all packets.
incr
	
the value is incremented as specified with arp_hw_type_step and
arp_hw_type_count.
decr
	
the value is decremented as specified with arp_hw_type_step and
arp_hw_type_count.
list
	
Parameter -arp_hw_type contains a list of values. Each packet will use
one of the values from the list.
DEFAULT
	
fixed
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",opt,"incr,fixed,list,decr",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_type_step,"Step value used to modify arp_hw_type when arp_hw_type_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_hw_type_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_hw_type
1
	
enable tracking by arp_hw_type
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_operation,"Type of ARP operation given to a particular ARP packet from a particular
stream. Valid options are: arpRequestArp request.arpReplyArp
reply.rarpRequestReverse Arp request.rarpReplyReverse Arp reply.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",opt,"arpRequest,arpReply,rarpReply,rarpRequest","IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_operation_mode,"This parameter configures
Valid options are:
fixed
	
the value is left unchanged for all packets.
list
	
Parameter -arp_operation contains a list of values. Each packet will use
one of the values from the list.
DEFAULT
	
fixed
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",opt,"fixed,list",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_operation_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_operation
1
	
enable tracking by arp_operation
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_addr_length,"Configure 1 byte HEX value for ARP Protocol Address Length.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_addr_length_count,"Numeric value which configures the number of times the
arp_protocol_addr_length is incremeneted or decremented when
arp_protocol_addr_length_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",numeric,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_addr_length_mode,"This parameter configures
Valid options are:
fixed
	
the value is left unchanged for all packets.
incr
	
the value is incremented as specified with arp_protocol_addr_length_step
and arp_protocol_addr_length_count.
decr
	
the value is decremented as specified with arp_protocol_addr_length_step
and arp_protocol_addr_length_count.
list
	
Parameter -arp_protocol_addr_length contains a list of values. Each
packet will use one of the values from the list.
DEFAULT
	
fixed
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",opt,"incr,fixed,list,decr",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_addr_length_step,"Step value used to modify arp_protocol_addr_length when
arp_protocol_addr_length_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_addr_length_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_protocol_addr_length
1
	
enable tracking by arp_protocol_addr_length
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_type,"Configure 2 bytes HEX value for ARP Protocol Type.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_type_count,"Numeric value which configures the number of times the arp_protocol_type
is incremeneted or decremented when arp_protocol_type_mode is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",numeric,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_type_mode,"This parameter configures
Valid options are:
fixed
	
the value is left unchanged for all packets.
incr
	
the value is incremented as specified with arp_protocol_type_step and
arp_protocol_type_count.
decr
	
the value is decremented as specified with arp_protocol_type_step and
arp_protocol_type_count.
list
	
Parameter -arp_protocol_type contains a list of values. Each packet will
use one of the values from the list.
DEFAULT
	
fixed
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",opt,"incr,fixed,list,decr",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_type_step,"Step value used to modify arp_protocol_type when arp_protocol_type_mode
is incr or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",any,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_protocol_type_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_protocol_type
1
	
enable tracking by arp_protocol_type
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_src_hw_addr,"Value of the source MAC address for arp packets from a particular stream.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",mac,,"IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_src_hw_count,"Number of source MAC addresses used in ARP packets in a particular stream.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",numeric,,"IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_src_hw_mode,"Behavior of the source MAC address for ARP packets from a particular
stream. Valid options are: fixedDEFAULTincrementthe value is incremented
as specified with arp_src_hw_step and arp_src_hw_count.decrementthe
value is decremented as specified with arp_src_hw_step and
arp_src_hw_count.listParameter -arp_src_hw contains a list of values.
Each packet will use one of the values from the list.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",opt,"decrement,fixed,increment","IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_src_hw_step,"Step value used to modify arp_src_hw_addr when arp_src_hw_mode is incr
or decr.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",mac,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
arp_src_hw_tracking,"Not defined
Valid options are:
0
	
disable tracking by arp_src_hw_addr
1
	
enable tracking by arp_src_hw_addr
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork_540' |",bool_opt,,IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vci_data_item_list,"If the -atm_counter_vci_type option is set to table, this list is used
used for the set of values.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",any,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vci_mask_select,"If the -atm_counter_vci_type option is set to random, this 16-bit mask
indicates which bits are held constant The constant values are indicated
in the -atm_counter_vci_mask_value option.
DEFAULT
	
00 00
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",any,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vci_mask_value,"If the -atm_counter_vci_type option is set to random, this 16-bit value
indicates the values that the bits indicated in the
atm_counter_vci_mask_select option should have.
DEFAULT
	
00 00
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",any,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vci_mode,"If the -atm_counter_vci_type option is set to counter, this indicates
what counter mode should be used. Currently only the incr and decr mode
are supported.
DEFAULT
	
incr
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",opt,"cont_decr,incr,cont_incr,decr","IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vci_type,"The type of counter to use on the vci. fixed - DEFAULTrandom - not
supported with traffic_generator ixnetwork_540. Parameters
atm_counter_vci_mask_select and atm_counter_vci_mask_value are also
involved when setting this type.counter - parameter vci_count is also
involved when setting this type.table - parameter
atm_counter_vci_data_item_list is also involved when setting this type.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",opt,"random,table,fixed,counter",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vpi_data_item_list,"If the -atm_counter_vpi_type option is set to table, this list is used
used for the set of values.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",any,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vpi_mask_select,"If the -atm_counter_vpi_type option is set to random, this 16-bit mask
indicates which bits are held constant The constant values are indicated
in the -atm_counter_vpi_mask_value option.
DEFAULT
	
00 00
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",any,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vpi_mask_value,"If the -atm_counter_vpi_type option is set to random, this 16-bit value
indicates the values that the bits indicated in the
atm_counter_vpi_mask_select option should have.
DEFAULT
	
00 00
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",any,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vpi_mode,"If the -atm_counter_vpi_type option is set to counter, this indicates
what counter mode should be used. Currently only the incr and decr mode
are supported.
DEFAULT
	
incr
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",opt,"cont_decr,incr,cont_incr,decr","IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_counter_vpi_type,"The type of counter to use on the vpi. Currently only fixed, counter,
and table are supported.
DEFAULT
	
fixed
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork_540' |",opt,"random,table,fixed,counter","IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_aal5error,"May be used to insert a bad AAL5 CRC.
DEFAULT
	
no_error
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",opt,"bad_crc,no_error",IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_cell_loss_priority,"Sets the Cell Loss Priority (CLP) used to set the discard priority level
of the cell. It indicates whether the cell should be discarded if it
encounters extreme congestion as it moves through the network. Value 0
has a higher priority than 1 (DEFAULT 0).
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",bool_opt,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_cpcs_length,"If -atm_header_enable_cpcs_length is 1, then this is used as the length
of the CPCS PDU (DEFAULT 28).
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",range,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_enable_auto_vpi_vci,"If set to 1, the vpi/vci values are forced to 0 and 32.
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",bool_opt,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_enable_cl,"Indicates whether congestion has been experienced.
DEFAULT
	
0
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",bool_opt,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_enable_cpcs_length,"If set to 1, -atm_header_cpcs_length is used as the length of the CPCS
PDU (default 0).
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",bool_opt,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_encapsulation,"The type of header encapsulation. Depending on the traffic_generator
value, this option has different value choices. For ixnetwork traffic
generator the parameter can be used only for ixos - vcc_mux_ipv4_routed,
vcc_mux_bridged_eth_fcs, vcc_mux_bridged_eth_no_fcs,
vcc_mux_ipv6_routed,vcc_mux_mpls_routed, llc_routed_clip,
llc_bridged_eth_fcs, llc_bridged_eth_no_fcs, llc_pppoa, vcc_mux_ppoa,
llc_nlpid_routed ixnetwork - llc_bridged_eth_fcs,
llc_bridged_eth_no_fcs,llc_ppp, llc_routed_snap,
vcc_mux_bridged_eth_fcs, vcc_mux_bridged_eth_no_fcs, vcc_mux_ppp,
vcc_mux_routedixnetwork_540 - vcc_mux_ipv4_routed,
vcc_mux_bridged_eth_fcs, vcc_mux_bridged_eth_no_fcs,
vcc_mux_ipv6_routed, vcc_mux_mpls_routed, llc_routed_clip,
llc_bridged_eth_fcs, llc_bridged_eth_no_fcs, llc_pppoa, vcc_mux_ppoa,
llc_ppp, llc_routed_snap, vcc_mux_ppp, vcc_mux_routed
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork ixnetwork_540' |",opt,"llc_nlpid_routed,vcc_mux_bridged_eth_no_fcs,vcc_mux_ipv4_routed,llc_bridged_eth_fcs,vcc_mux_mpls_routed,llc_routed_clip,vcc_mux_bridged_eth_fcs,vcc_mux_ipv6_routed,llc_bridged_eth_no_fcs,llc_pppoa,vcc_mux_ppoa","IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_generic_flow_ctrl,"The generic flow control for use in UNI mode device control signalling.
Uncontrolled equipment uses a setting of 0000 (default 0).
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",range,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_header_hec_errors,"Indicates the number of HEC errors to insert into the HEC byte (default 0).
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",range,,IxOS/IxNetwork-FT,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_range_count,"This option is used to specify the number of ATM static endpoint ranges.
It can take any numeric value.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork' |",,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
becn,"Backward Explicit Congestion Notification.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos' |",,,"IxNetwork, IxOS/IxNetwork-FT",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
bidirectional,"Whether traffic is setup to transmit in both directions. When
-traffic_generator is set to ixos:
The two ports receiving and transmitting are specified by options
port_handle and port_handle2.
Option 'l3_protocol' source and destination addresses are swapped to get
the traffic flowing in both directions.
The parameters are based on the port associated with port_handle and are
swapped for the port associated with port_handle2.
MAC addresses can be handled in two ways. First, if the MAC destination
addresses are not provided, ARP is used to get the next hop MAC address
based on the gateway IP address set in the command interface_config.
Second, use option 'mac_dst' and 'mac_dst2' addresses provided by this
command. Option 'mac_dst2' applies to the port associated with option
'port_handle2'. Option 'stream_id' is the same for both directions. As
for the source MAC, you can use option 'mac_src2' to configure the MAC
on the second port, and option 'mac_dst2' to configure the destination
MAC on the second port if you are not using L2 next hop.
When using subports (this is valid only for PPP/L2TP emulations), the
traffic flow direction (upstream or downstream) is set per port, not per
subport. All the subports created must have the traffic flow set in the
same direction (upstream or downstream). If subports have different
traffic flow direction, the traffic will be bidirectional.
When -traffic_generator is set to ixnetwork: Two traffic items will be
configured. The first traffic item will have:
source - the emulation specified by emulation_src_handle
destination - the destination specified by emulation_dst_handle
The second traffic item will have:
source - the emulation specified by emulation_dst_handle
destination - the destination specified by emulation_src_handle
The rest of the specified options will be set on both traffic items.
Valid options are:
0 Disabled. 1 Enabled.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork ixnetwork_540' |",flag,,"IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
burst_loop_count,"Number of times to transmit a burst.
DEFAULT
	None
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixos ixnetwork ixnetwork_540' |",numeric,,"IxNetwork, IxOS/IxNetwork-FT",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
circuit_endpoint_type,"This argument can be used to specify the endpoint type that will be used
to generate traffic. Valid options are: atmSelect this option if the
endpoint supports ATM.ethernet_vlan Select this option if the endpoint
supports Ethernet/VLAN (MAC addressing).ethernet_vlan_arp Select this
option if the endpoint supports Ethernet/VLAN (MAC addressing) and
ARP.frame_relay - Select this option if the endpoint supports Frame
Relay.hdlcSelect this option if the endpoint supports HDLC/POS.ipv4
Select this option if the endpoint supports IPv4.ipv4_arp Select this
option if the endpoint supports IPv4 and ARP.ipv4_application_traffic
Select this option if the endpoint supports IPv4 application traffic
generation.ipv6Select this option if the endpoint supports
IPv6.ipv6_application_traffic Select this option if the endpoint
supports IPv6 application traffic generation.pppSelect this option if
the endpoint supports PPP/POS.fcoeSelect this options if the endpoint
supports fcoe.fcSelect this options if the endpoint supports
fc.multicast_igmpUse this option only if -emulation_src_handle or
-emulation_dst_handle is represented by IP handles. Eg:
20.0.1.2/50.0.1.5/0.0.0.1/3. Valid only for IxTclNetwork.
DEFAULT
	
ipv4
DEPENDENCIES
	
Valid in combination with parameter(s)
'traffic_generator' | value= 'ixnetwork ixnetwork_540' |",opt,"ipv6_application_traffic,atm,fc,ethernet_vlan,hdlc,ethernet_vlan_arp,ppp,ipv4,ipv6,ipv4_arp,ipv4_application_traffic,frame_relay,fcoe",IxNetwork,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
