Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
local_as_step,"Supported platforms  Details
RANGE 0 - 4294967295
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If you configure more then 1 eBGP neighbor on the Ixia interface, and if you select the option local_as_mode to increment, the option local_as_step defines the step by which the AS number is incremented.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

If you configure more then 1 eBGP neighbor on the Ixia interface, and if you select the option local_as_mode to increment, the option local_as_step defines the step by which the AS number is incremented.

DEFAULT
 

1

DEPENDENCIES
 

Valid in combination with parameter(s)
'local_as_mode' | value= 'increment' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
update_interval,"Supported platforms  Details
RANGE 0 - 65535
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The time intervals at which UPDATE messages are sent to the DUT, expressed in the number of milliseconds between UPDATE messages.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The time intervals at which UPDATE messages are sent to the DUT, expressed in the number of milliseconds between UPDATE messages.

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
count,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Number of BGP nodes to create.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Number of BGP nodes to create.

DEFAULT
 

1",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_router_id,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

BGP4 router ID of the emulated node, must be in IPv4 format.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

BGP4 router ID of the emulated node, must be in IPv4 format.

DEFAULT
 None",IPV4,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_router_id_step,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

BGP4 router ID step of the emulated node, must be in IPv4 format.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

BGP4 router ID step of the emulated node, must be in IPv4 format.

DEFAULT
 

0.0.0.1",IPV4,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vlan,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

Enables vlan on the directly connected BGP router interface. Valid options are:

Valid options are:

0
 

disable

1
 

enable.This option is valid only when -mode is create or -mode is modify and -handle is a BGP router handle.This option is available only when IxNetwork tcl API is used.

DEFAULT
 

0

IxNetwork-NGPF
 

DESCRIPTION
 

Enables vlan on the directly connected BGP router interface. Valid options are: 0 - disable, 1 - enable. This option is valid only when -mode is create or -mode is modify and -handle is a BGP router handle. This option is available only when IxNetwork tcl API is used.

DEFAULT
 

0

DEPENDENCIES
 

Valid in combination with parameter(s)
'mode' | value= 'create' |
'mode' | value= 'modify' |",bool,"0,1","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vlan_id,"Supported platforms  Details
RANGE 0 - 4095
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

VLAN ID for the emulated router node.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

VLAN ID for the emulated router node.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'vlan' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vlan_id_mode,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For multiple neighbor configuration, configurest the VLAN ID mode. Valid options are:fixedincrement

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

For multiple neighbor configuration, configurest the VLAN ID mode.

Valid options are:

fixed
 

increment
 

DEFAULT
 

increment

DEPENDENCIES
 

Valid in combination with parameter(s)
'vlan' | value= '1' |",opt,"fixed,increment","IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vlan_id_step,"Supported platforms  Details
RANGE 0 - 4096
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Defines the step for every VLAN When -vlan_id_mode is set to increment.When vlan_id_step causes the vlan_id value to exceed it's maximum value the increment will be done modulo .Examples: vlan_id = 4094; vlan_id_step = 2 -> new vlan_id value = 0vlan_id = 4095; vlan_id_step = 11 -> new vlan_id value = 10

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Defines the step for every VLAN When -vlan_id_mode is set to increment. When vlan_id_step causes the vlan_id value to exceed it's maximum value the increment will be done modulo . Examples: vlan_id = 4094; vlan_id_step = 2 -> new vlan_id value = 0 vlan_id = 4095; vlan_id_step = 11 -> new vlan_id value = 10

DEFAULT
 

1

DEPENDENCIES
 

Valid in combination with parameter(s)
'vlan' | value= '1' |
'vlan_id_mode' | value= 'increment' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vlan_user_priority,"Supported platforms  Details
RANGE 0 - 7
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The VLAN user priority assigned to emulated router node.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The VLAN user priority assigned to emulated router node.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'vlan' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vpi,"Supported platforms  Details
RANGE 0 - 255
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

VPI for emulated router node. RANGE 0-255

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

VPI for emulated router node. RANGE 0-255

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vci,"Supported platforms  Details
RANGE 0 - 65535
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

VCI for emulated router node. RANGE 0-65535

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

VCI for emulated router node. RANGE 0-65535

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vpi_step,"Supported platforms  Details
RANGE 0 - 255
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The step value used for incrementing the -vpi option. RANGE 0-255When vpi_step causes the vpi value to exceed it's maximum value the increment will be done modulo .Examples: vpi = 254; vpi_step = 2 -> new vpi value = 0vpi = 255; vpi_step = 11 -> new vpi value = 10

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The step value used for incrementing the -vpi option. RANGE 0-255 When vpi_step causes the vpi value to exceed it's maximum value the increment will be done modulo . Examples: vpi = 254; vpi_step = 2 -> new vpi value = 0 vpi = 255; vpi_step = 11 -> new vpi value = 10

DEFAULT
 None",NUMERIC,,"IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vci_step,"Supported platforms  Details
RANGE 0 - 65535
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The step value used for incrementing the -vci option. RANGE 0-65535 When vci_step causes the vci value to exceed it's maximum value the increment will be done modulo .Examples: vci = 65534; vci_step = 2 -> new vci value = 0vci = 65535; vci_step = 11 -> new vci value = 10

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The step value used for incrementing the -vci option. RANGE 0-65535 When vci_step causes the vci value to exceed it's maximum value the increment will be done modulo . Examples: vci = 65534; vci_step = 2 -> new vci value = 0 vci = 65535; vci_step = 11 -> new vci value = 10

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
atm_encapsulation,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

The encapsulation of the ATM protocol interface associated with the emulated router.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

The encapsulation of the ATM protocol interface associated with the emulated router.

Valid options are:

VccMuxIPV4Routed
 

VccMuxIPV6Routed
 

VccMuxBridgedEthernetFCS
 

VccMuxBridgedEthernetNoFCS
 

LLCRoutedCLIP
 

LLCBridgedEthernetFCS
 

LLCBridgedEthernetNoFCS
 

DEFAULT
 None",opt,"VccMuxIPV4Routed,VccMuxIPV6Routed,VccMuxBridgedEthernetFCS,VccMuxBridgedEthernetNoFCS,LLCRoutedCLIP,LLCBridgedEthernetFCS,LLCBridgedEthernetNoFCS","IxNetwork,IxNetwork-NGPF",ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
interface_handle,"Supported platforms  Details

IxNetwork
 

DESCRIPTION
 

This parameter is valid only for IxTclNetwork API and represents a list of interfaces previously created using interface_config or another emulation__config command that returns the interfacehandles (for example: BFD).

Starting with IxNetwork 5.60 this parameter accepts handles returned by emulation_dhcp_group_config procedure in the following format: |,-, ... The DHCP ranges are separated from the Interface Index identifiers with the (|) character. The Interface Index identifiers are separated with comas (,). A range of Interface Index identifiers can be defined using the dash (-) character.

Ranges along with the Interface Index identifiers are grouped together in TCL Lists. The lists can contain mixed items, protocol interface handles returned by interface_config and handles returned by emulation_dhcp_group_config along with the interface index.

Example:count 10 (10 BGP neighbors). 3 DHCP range handles returned by ::::emulation_dhcp_group_config. Each DHCP range has 20 sessions (interfaces). If we pass -interface_handle in the following format: [list $dhcp_r1|1,5 $dhcp_r2|1-3 $dhcp_r3|1,3,5-9,13] The interfaces will be distributed to the routers in the following manner:

BGP Neighbor 1: $dhcp_r1 -> interface 1
BGP Neighbor 2: $dhcp_r1 -> interface 5
BGP Neighbor 3: $dhcp_r2 -> interface 1
BGP Neighbor 4: $dhcp_r2 -> interface 2
BGP Neighbor 5: $dhcp_r2 -> interface 3
BGP Neighbor 6: $dhcp_r3 -> interface 1
BGP Neighbor 7: $dhcp_r3 -> interface 3
BGP Neighbor 8: $dhcp_r3 -> interface 5
BGP Neighbor 9: $dhcp_r3 -> interface 6
BGP Neighbor 10: $dhcp_r3 -> interface 7
BGP Neighbor 11: $dhcp_r3 -> interface 8
BGP Neighbor 12: $dhcp_r3 -> interface 9
BGP Neighbor 13 $dhcp_r3 -> interface 13

Starting with IxNetwork 6.30SP1 this parameter accepts handles returned by interface_config procedure with -l23_config_type static_type setting in the following format: |,-, ... The IP ranges are separated from the Interface Index identifiers with the (|) character. The Interface Index identifiers are separated with comas (,). A range of Interface Index identifiers can be defined using the dash (-) character.

Ranges along with the Interface Index identifiers are grouped together in TCL Lists. The lists can contain mixed items, protocol interface handles returned by interface_config with -l23_config_type protocol_interface and with -l23_config_type static_type.

Example:count 10 (10 BGP neighbors). 3 IP range handles returned by ::::interface_config. Each IP range has 20 sessions (interfaces). If we pass -interface_handle in the following format: [list $ip_r1|1,5 $ip_r2|1-3 $ip_r3|1,3,5-9,13] The interfaces will be distributed to the routers in the following manner:


BGP Neighbor 1: $ip_r1 -> interface 1
BGP Neighbor 2: $ip_r1 -> interface 5
BGP Neighbor 3: $ip_r2 -> interface 1
BGP Neighbor 4: $ip_r2 -> interface 2
BGP Neighbor 5: $ip_r2 -> interface 3
BGP Neighbor 6: $ip_r3 -> interface 1
BGP Neighbor 7: $ip_r3 -> interface 3
BGP Neighbor 8: $ip_r3 -> interface 5
BGP Neighbor 9: $ip_r3 -> interface 6
BGP Neighbor 10: $ip_r3 -> interface 7
BGP Neighbor 11: $ip_r3 -> interface 8
BGP Neighbor 12: $ip_r3 -> interface 9
BGP Neighbor 13 $ip_r3 -> interface 13

Valid for mode create for IxTclNetwork only.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

This parameter is valid only for IxTclNetwork API and represents a list of interfaces previously created using interface_config or another emulation__config command that returns the interface handles (for example: BFD). Starting with IxNetwork 5.60 this parameter accepts handles returned by emulation_dhcp_group_config procedure in the following format: |,-, ... The DHCP ranges are separated from the Interface Index identifiers with the (|) character. The Interface Index identifiers are separated with comas (,). A range of Interface Index identifiers can be defined using the dash (-) character. Ranges along with the Interface Index identifiers are grouped together in TCL Lists. The lists can contain mixed items, protocol interface handles returned by interface_config and handles returned by emulation_dhcp_group_config along with the interface index. Example: count 10 (10 BGP neighbors). 3 DHCP range handles returned by ::::emulation_dhcp_group_config. Each DHCP range has 20 sessions (interfaces). If we pass a -interface_handle in the following format: [list $dhcp_r1|1,5 $dhcp_r2|1-3 $dhcp_r3|1,3,5-9,13] The interfaces will be distributed to the routers in the following manner: BGP Neighbor 1: $dhcp_r1 -> interface 1 BGP Neighbor 2: $dhcp_r1 -> interface 5 BGP Neighbor 3: $dhcp_r2 -> interface 1 BGP Neighbor 4: $dhcp_r2 -> interface 2 BGP Neighbor 5: $dhcp_r2 -> interface 3 BGP Neighbor 6: $dhcp_r3 -> interface 1 BGP Neighbor 7: $dhcp_r3 -> interface 3 BGP Neighbor 8: $dhcp_r3 -> interface 5 BGP Neighbor 9: $dhcp_r3 -> interface 6 BGP Neighbor 10: $dhcp_r3 -> interface 7 BGP Neighbor 11: $dhcp_r3 -> interface 8 BGP Neighbor 12: $dhcp_r3 -> interface 9 BGP Neighbor 13 $dhcp_r3 -> interface 13 Starting with IxNetwork 6.30SP1 this parameter accepts handles returned by interface_config procedure with -l23_config_type static_type setting in the following format: |,-, ... The IP ranges are separated from the Interface Index identifiers with the (|) character. The Interface Index identifiers are separated with comas (,). A range of Interface Index identifiers can be defined using the dash (-) character. Ranges along with the Interface Index identifiers are grouped together in TCL Lists. The lists can contain mixed items, protocol interface handles returned by interface_config with -l23_config_type protocol_interface and with -l23_config_type static_type. Example: count 10 (10 BGP neighbors). 3 IP range handles returned by ::::interface_config. Each IP range has 20 sessions (interfaces). If we pass a -interface_handle in the following format: [list $ip_r1|1,5 $ip_r2|1-3 $ip_r3|1,3,5-9,13] The interfaces will be distributed to the routers in the following manner: BGP Neighbor 1: $ip_r1 -> interface 1 BGP Neighbor 2: $ip_r1 -> interface 5 BGP Neighbor 3: $ip_r2 -> interface 1 BGP Neighbor 4: $ip_r2 -> interface 2 BGP Neighbor 5: $ip_r2 -> interface 3 BGP Neighbor 6: $ip_r3 -> interface 1 BGP Neighbor 7: $ip_r3 -> interface 3 BGP Neighbor 8: $ip_r3 -> interface 5 BGP Neighbor 9: $ip_r3 -> interface 6 BGP Neighbor 10: $ip_r3 -> interface 7 BGP Neighbor 11: $ip_r3 -> interface 8 BGP Neighbor 12: $ip_r3 -> interface 9 BGP Neighbor 13 $ip_r3 -> interface 13 Valid for mode create for IxTclNetwork only.

DEFAULT
 None",string,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
